Elspot Prices in EUR/MWh;;;;;;;;;;;;;;;;;;
Data was last updated 28-07-2018;;;;;;;;;;;;;;;;;;
;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;TromsÃ¸;EE;LV;LT
02-07-2018;08 - 09;51,79;54,02;54,02;54,02;54,02;54,02;54,92;54,92;54,02;51,05;51,05;54,02;54,02;48,89;54,02;54,02;54,02
02-07-2018;09 - 10;50,98;52,14;52,14;52,14;52,14;52,14;52,14;52,14;52,14;50,85;50,85;52,14;52,14;49;52,14;52,14;52,14
02-07-2018;10 - 11;50,75;50,82;50,82;50,82;50,82;50,82;50,82;50,82;50,82;50,82;50,82;50,82;50,82;49,15;50,82;50,82;50,82
02-07-2018;11 - 12;50,71;50,79;50,79;50,79;50,79;50,79;50,79;50,79;50,79;50,79;50,79;50,79;50,79;49,11;50,79;50,79;50,79
02-07-2018;12 - 13;50,79;50,95;50,95;50,95;50,95;51,35;50,95;50,95;50,95;50,8;50,8;50,95;50,95;49,01;51,35;51,35;51,35
02-07-2018;13 - 14;50,75;50,9;50,9;50,9;50,9;50,9;50,9;50,9;50,9;50,8;50,8;50,9;50,9;49;50,9;51,35;51,35
02-07-2018;14 - 15;50,65;50,94;50,94;50,94;50,94;50,94;50,94;50,94;50,94;50,64;50,64;50,94;50,94;49,05;50,94;50,94;50,94
02-07-2018;15 - 16;50,55;50,62;50,62;50,62;50,62;50,68;50,62;50,62;50,62;50,62;50,62;50,62;50,62;49,13;50,68;50,91;50,91
02-07-2018;16 - 17;50,4;50,46;50,46;50,46;50,46;50,46;50,19;50,46;50,46;50,46;50,46;50,46;50,46;48,84;50,46;50,46;50,46
02-07-2018;17 - 18;50,85;51,99;51,99;51,99;51,99;51,99;52,13;51,99;51,99;50,6;50,6;51,99;51,99;48,8;51,99;51,99;51,99
02-07-2018;18 - 19;51,41;55,24;55,24;55,24;55,24;55,24;55,38;55,38;55,24;50,59;50,59;54,63;54,63;48,7;55,24;55,24;55,24
02-07-2018;19 - 20;51,65;58,44;58,44;58,44;58,73;58,44;60,18;60,18;58,44;50,5;50,5;54,48;54,48;48,74;58,44;58,73;58,73
02-07-2018;20 - 21;51,05;53,24;53,24;53,24;57,6;53,24;59,02;59,02;53,24;50,55;50,55;53,24;53,24;48,76;53,24;57,6;57,6
02-07-2018;21 - 22;51,41;52,96;52,96;52,96;53,27;52,96;54,96;54,96;52,96;50,75;50,75;52,96;52,96;48,71;52,96;53,27;53,27
02-07-2018;22 - 23;50,95;51,32;51,32;51,32;51,32;51,32;51,97;51,32;51,32;50,9;50,9;51,32;51,32;48,65;51,32;51,32;51,32
02-07-2018;23 - 00;48,94;48,94;48,94;48,94;48,94;48,94;48,29;48,94;48,94;48,94;48,94;48,94;48,94;48,44;48,94;48,94;48,94
03-07-2018;00 - 01;48,33;48,53;48,53;48,53;48,53;48,53;42,23;48,53;48,53;48,53;48,53;48,53;48,53;48,09;48,53;48,53;48,53
03-07-2018;01 - 02;46,75;46,9;46,9;46,9;46,9;46,9;41,44;46,9;46,9;46,9;46,9;46,9;46,9;46,9;46,9;46,9;46,9
03-07-2018;02 - 03;45,14;45,18;45,18;45,18;45,18;45,18;45,18;45,18;45,18;45,18;45,18;45,18;45,18;45,18;45,18;45,18;45,18
03-07-2018;03 - 04;44,73;44,77;44,77;44,77;44,77;44,77;44,77;44,77;44,77;44,77;44,77;44,77;44,77;44,77;44,77;44,77;44,77
03-07-2018;04 - 05;44,48;44,56;44,56;44,56;44,56;44,56;43,02;44,56;44,56;44,56;44,56;44,56;44,56;44,56;44,56;44,56;44,56
03-07-2018;05 - 06;46,74;46,79;46,79;46,79;46,79;46,79;44,2;46,79;46,79;46,79;46,79;46,79;46,79;46,79;46,79;46,79;46,79
03-07-2018;06 - 07;50,16;50,21;50,21;50,21;50,21;50,21;50,24;50,21;50,21;50,21;50,21;50,21;50,21;48,33;50,21;50,21;50,21
03-07-2018;07 - 08;52,92;53,89;53,89;53,89;56,93;56,43;58;58;53,89;51,57;51,57;53,89;53,89;48,9;56,43;56,93;56,93
03-07-2018;08 - 09;53,86;60,4;60,4;60,4;60,4;60,4;60,4;60,4;60,4;51,67;51,67;57,56;57,56;49,06;60,4;60,4;60,4
03-07-2018;09 - 10;53,39;55,95;55,95;55,95;55,95;57,89;55,95;55,95;55,95;51,74;51,74;55,95;55,95;49,53;57,89;59,98;59,98
03-07-2018;10 - 11;52,8;53,45;53,45;53,45;53,45;58,34;53,45;53,45;53,45;51,79;51,79;53,45;53,45;49,65;58,34;59,97;59,97
03-07-2018;11 - 12;51,98;51,92;51,92;51,92;51,92;56;51,92;51,92;51,92;51,78;51,78;51,92;51,92;49,59;56;61,02;61,02
03-07-2018;12 - 13;52,02;52,58;52,58;52,58;52,58;59,1;52,58;52,58;52,58;51,53;51,53;52,58;52,58;49,79;59,1;61,01;61,01
03-07-2018;13 - 14;52,5;53,89;53,89;53,89;53,89;55,95;53,89;53,89;53,89;51,48;51,48;53,89;53,89;49,76;55,95;59,91;59,91
03-07-2018;14 - 15;51,98;53,51;53,51;53,51;53,51;55,73;53,51;53,51;53,51;51,34;51,34;53,51;53,51;49,31;55,73;59,9;59,9
03-07-2018;15 - 16;51,58;52,71;52,71;52,71;52,71;53,86;52,71;52,71;52,71;51,27;51,27;52,71;52,71;49,1;53,86;59,09;59,09
03-07-2018;16 - 17;50,96;50,96;50,96;50,96;50,96;51,78;50,96;50,96;50,96;50,96;50,96;50,96;50,96;49,07;51,78;51,78;51,78
03-07-2018;17 - 18;51,5;52,99;52,99;52,99;52,99;52,99;52,99;52,99;52,99;51,15;51,15;52,99;52,99;49,03;52,99;52,99;52,99
03-07-2018;18 - 19;52,4;54,94;54,94;54,94;54,94;54,94;55,94;55,94;54,94;51,14;51,14;54,94;54,94;49,01;54,94;54,94;54,94
03-07-2018;19 - 20;52,6;53,9;53,9;53,9;60,19;55,39;61,67;61,67;53,9;50,96;50,96;53,9;53,9;48,99;55,39;60,19;60,19
03-07-2018;20 - 21;51,79;52,54;52,54;52,54;61,52;52,54;63,03;63,03;52,54;50,97;50,97;52,54;52,54;49;52,54;61,52;61,52
03-07-2018;21 - 22;51,72;51,74;51,74;51,74;58,57;51,74;60,01;60,01;51,74;51,27;51,27;51,74;51,74;48,91;51,74;58,57;58,57
03-07-2018;22 - 23;52,14;52,22;52,22;52,22;53,59;52,22;54,9;54,9;52,22;51,71;51,71;52,22;52,22;48,65;53,06;53,59;53,59
03-07-2018;23 - 00;50,24;50,28;50,28;50,28;50,28;50,28;50,28;50,28;50,28;50,28;50,28;50,28;50,28;48,45;49,44;49,44;49,44
04-07-2018;00 - 01;49,38;47,99;47,99;47,99;47,99;47,99;48;47,99;49,8;49,8;49,8;47,99;47,99;47,99;47,99;47,99;47,99
04-07-2018;01 - 02;47,14;46,24;46,24;46,24;46,24;46,24;46,23;46,24;47,76;47,76;47,76;46,24;46,24;46,24;46,24;46,24;46,24
04-07-2018;02 - 03;46,24;45,8;45,8;45,8;45,8;45,8;45,8;45,8;47,31;47,31;47,31;45,8;45,8;45,8;45,8;45,8;45,8
04-07-2018;03 - 04;45,61;46,02;46,02;46,02;46,02;46,02;46,02;46,02;46,02;46,02;46,02;46,02;46,02;46,02;46,02;46,02;46,02
04-07-2018;04 - 05;45,65;45,44;45,44;45,44;45,44;45,44;45,44;45,44;46,95;46,95;46,95;45,44;45,44;45,44;45,44;45,44;45,44
04-07-2018;05 - 06;47,76;47,79;47,79;47,79;47,79;47,79;46,26;47,79;47,79;47,79;47,79;47,79;47,79;47,79;47,79;47,79;47,79
04-07-2018;06 - 07;50,97;51,16;51,16;51,16;51,16;51,16;52,55;52,55;51,16;51,1;51,1;51,16;51,16;48;51,16;51,16;51,16
04-07-2018;07 - 08;52,71;54,56;54,56;54,56;57,44;57,44;59,98;59,98;54,56;51,74;51,74;54,56;54,56;49,74;57,44;57,44;57,44
04-07-2018;08 - 09;53,7;60,68;60,68;60,68;61,14;60,68;62,64;62,64;60,68;51,77;51,77;60,68;60,68;49,5;60,68;61,14;61,14
04-07-2018;09 - 10;52,96;58,06;58,06;58,06;58,06;58,86;58,06;58,06;58,06;51,79;51,79;58,06;58,06;49,63;58,86;64,82;64,82
04-07-2018;10 - 11;52,85;57,92;57,92;57,92;57,92;59,12;57,92;57,92;57,92;51,73;51,73;57,92;57,92;49,64;59,12;64,03;64,03
04-07-2018;11 - 12;52,73;57,29;57,29;57,29;57,29;57,8;57,29;57,29;57,29;51,73;51,73;57,29;57,29;49,67;57,8;70,7;70,7
04-07-2018;12 - 13;52,12;54,03;54,03;54,03;54,03;55,52;54,03;54,03;54,03;51,69;51,69;54,03;54,03;49,63;55,52;65,96;65,96
04-07-2018;13 - 14;51,96;53,64;53,64;53,64;53,64;53,64;53,64;53,64;53,64;51,71;51,71;53,64;53,64;49,66;53,64;68,07;68,07
04-07-2018;14 - 15;51,98;53,67;53,67;53,67;53,67;53,67;53,67;53,67;53,67;51,73;51,73;53,67;53,67;49,61;53,67;64,2;64,2
04-07-2018;15 - 16;51,94;53,94;53,94;53,94;53,94;53,94;53,94;53,94;53,94;51,73;51,48;53,94;53,94;49,53;53,94;64,03;64,03
04-07-2018;16 - 17;51,93;53,97;53,97;53,97;53,97;53,97;53,97;53,97;53,97;51,72;51,48;53,97;53,97;49,58;53,97;55,86;55,86
04-07-2018;17 - 18;52,19;54,95;54,95;54,95;54,95;54,95;54,95;54,95;54,95;51,73;51,43;54,95;54,95;49,45;54,95;54,95;54,95
04-07-2018;18 - 19;52,58;57,97;57,97;57,97;57,97;57,97;57,97;57,97;57,97;51,64;51,45;57,97;57,97;49,33;57,97;57,97;57,97
04-07-2018;19 - 20;52,72;59,91;59,91;59,91;59,91;59,91;60,38;60,38;59,91;51,63;51,44;59,91;59,91;49,36;59,91;59,91;59,91
04-07-2018;20 - 21;52,55;58,49;58,49;58,49;58,49;58,49;59,93;59,93;58,49;51,69;51,41;58,49;58,49;49,28;58,49;58,49;58,49
04-07-2018;21 - 22;52,67;56,62;56,62;56,62;56,62;56,62;58,01;58,01;56,62;51,66;51,4;56,62;56,62;49,32;56,62;56,62;56,62
04-07-2018;22 - 23;52,29;54,16;54,16;54,16;54,16;54,16;55,49;55,49;54,16;51,75;51,67;54,16;54,16;49,27;54,16;54,16;54,16
04-07-2018;23 - 00;50,84;50,93;50,93;50,93;50,93;50,93;50,93;50,93;50,93;50,93;50,93;50,93;50,93;49,19;50,93;50,93;50,93
05-07-2018;00 - 01;50,17;50,34;50,34;50,34;50,34;50,34;49,13;50,34;50,34;50,34;50,34;50,34;50,34;49,47;50,34;50,34;50,34
05-07-2018;01 - 02;48,52;48,55;48,55;48,55;48,55;48,55;45,48;48,55;48,55;48,55;48,55;48,55;48,55;48,55;48,55;48,55;48,55
05-07-2018;02 - 03;47,52;47,54;47,54;47,54;47,54;47,54;44,31;47,54;47,54;47,54;47,54;47,54;47,54;47,54;47,54;47,54;47,54
05-07-2018;03 - 04;47,12;47,14;47,14;47,14;47,14;47,14;47,14;47,14;47,14;47,14;47,14;47,14;47,14;47,14;47,14;47,14;47,14
05-07-2018;04 - 05;47,32;47,34;47,34;47,34;47,34;47,34;47,34;47,34;47,34;47,34;47,34;47,34;47,34;47,34;47,34;47,34;47,34
05-07-2018;05 - 06;49,33;49,35;49,35;49,35;49,35;49,35;47,57;49,35;49,35;49,35;49,35;49,35;49,35;49,35;49,35;49,35;49,35
05-07-2018;06 - 07;51,51;53,17;53,17;53,17;53,17;53,17;51,89;53,17;53,17;51,39;51,39;53,17;53,17;49,65;53,17;53,17;53,17
05-07-2018;07 - 08;52,87;56,43;56,43;56,43;56,43;60,13;57,71;57,71;56,43;52,11;52,11;56,43;56,43;50,51;60,13;60,13;60,13
05-07-2018;08 - 09;53,76;61,21;61,21;61,21;61,21;61,98;61,21;61,21;61,21;52,18;52,18;61,21;61,21;51,26;61,98;61,98;61,98
05-07-2018;09 - 10;53,83;60,94;60,94;60,94;60,94;62,27;60,94;60,94;60,94;52,2;52,2;60,94;60,94;51,34;62,27;62,27;62,27
05-07-2018;10 - 11;53,87;62,41;62,41;62,41;62,41;62,41;62,41;62,41;62,41;52,23;52,23;62,41;62,41;51,31;62,41;62,41;62,41
05-07-2018;11 - 12;53,94;64,07;64,07;64,07;64,07;64,07;64,07;64,07;64,07;52,23;52,23;63;63;51,38;64,07;64,07;64,07
05-07-2018;12 - 13;54,19;63,88;63,88;63,88;63,88;63,88;63,88;63,88;63,88;52,25;52,25;63,22;63,22;51,25;63,88;63,88;63,88
05-07-2018;13 - 14;53,73;63,57;63,57;63,57;63,57;63,57;52,25;63,57;63,57;52,25;52,25;63,57;63,57;51,16;63,57;64,04;64,04
05-07-2018;14 - 15;52,93;59,04;59,04;59,04;59,04;59,04;52,06;59,04;59,04;52,06;52,06;59,04;59,04;51,1;59,04;60,53;60,53
05-07-2018;15 - 16;52,55;57,56;57,56;57,56;57,56;57,56;51,84;57,56;57,56;51,84;51,84;57,56;57,56;50,57;57,56;60,51;60,51
05-07-2018;16 - 17;52,12;53,97;53,97;53,97;53,97;53,97;52,02;53,97;53,97;52,02;52,02;53,97;53,97;50,47;53,97;53,97;53,97
05-07-2018;17 - 18;52,05;52,97;52,97;52,97;52,97;52,97;52,97;52,97;52,97;52,05;52,05;52,97;52,97;50,42;52,97;52,97;52,97
05-07-2018;18 - 19;52,35;54,83;54,83;54,83;54,83;54,83;54,83;54,83;54,83;52,03;52,03;54,83;54,83;50,14;54,83;54,83;54,83
05-07-2018;19 - 20;52,43;55,41;55,41;55,41;55,41;55,41;55,41;55,41;55,41;51,91;51,91;55,41;55,41;50,05;55,41;55,41;55,41
05-07-2018;20 - 21;52,5;55,1;55,1;55,1;55,1;55,1;55,1;55,1;55,1;52,01;52,01;55,1;55,1;50,03;55,1;55,1;55,1
05-07-2018;21 - 22;52,17;53,79;53,79;53,79;53,79;53,79;53,79;53,79;53,79;52,07;52,07;53,79;53,79;49,95;53,79;53,79;53,79
05-07-2018;22 - 23;51,93;52,05;52,05;52,05;52,05;52,05;52,05;52,05;52,05;52,05;52,05;52,05;52,05;49,75;52,05;52,05;52,05
05-07-2018;23 - 00;50,19;50,21;50,21;50,21;50,21;50,21;50,21;50,21;50,21;50,21;50,21;50,21;50,21;49,68;50,21;50,21;50,21
06-07-2018;00 - 01;49,42;49,58;49,58;49,58;49,58;49,58;48,39;49,58;49,58;49,58;49,58;49,58;49,58;49,58;49,58;49,58;49,58
06-07-2018;01 - 02;47,63;47,89;47,89;47,89;47,89;47,89;42,98;47,89;47,89;47,89;47,89;47,89;47,89;47,89;47,89;47,89;47,89
06-07-2018;02 - 03;46,62;46,86;46,86;46,86;46,86;46,86;42,06;46,86;46,86;46,86;46,86;46,86;46,86;46,86;46,86;46,86;46,86
06-07-2018;03 - 04;44,04;44,09;44,09;44,09;44,09;44,09;44,09;44,09;44,09;44,09;44,09;44,09;44,09;44,09;44,09;44,09;44,09
06-07-2018;04 - 05;43,04;43,39;43,39;43,39;43,39;43,39;42;43,39;43,39;43,39;43,39;43,39;43,39;43,39;43,39;43,39;43,39
06-07-2018;05 - 06;47,09;47,32;47,32;47,32;47,32;47,32;41,92;47,32;47,32;47,32;47,32;47,32;47,32;47,32;47,32;47,32;47,32
06-07-2018;06 - 07;49,95;50,07;50,07;50,07;50,07;50,07;49,69;50,07;50,07;50,07;50,07;50,07;50,07;50,07;50,07;50,07;50,07
06-07-2018;07 - 08;52;53,69;53,69;53,69;53,69;53,69;55,01;54,62;53,69;51,51;51,51;53,69;53,69;52,47;53,69;53,69;53,69
06-07-2018;08 - 09;52,5;55,92;55,92;55,92;55,92;55,92;55,92;55,92;55,92;52,23;52,23;55,92;55,92;50,87;55,92;55,92;55,92
06-07-2018;09 - 10;52,63;55,96;55,96;55,96;55,96;55,96;55,96;55,96;55,96;52,44;52,4;55,96;55,96;50,17;55,96;55,96;55,96
06-07-2018;10 - 11;52,64;55,94;55,94;55,94;55,94;55,94;55,94;55,94;55,94;52,46;52,46;55,94;55,94;50,5;55,94;55,94;55,94
06-07-2018;11 - 12;52,51;55,85;55,85;55,85;55,85;55,85;54,88;55,85;55,85;52,31;52,31;55,85;55,85;50,5;55,85;55,85;55,85
06-07-2018;12 - 13;52,18;55,4;55,4;55,4;55,4;55,4;51,35;55,4;55,4;51,92;51,92;55,4;55,4;50,27;55,4;55,4;55,4
06-07-2018;13 - 14;51,46;54,73;54,73;54,73;54,73;54,73;50,18;54,73;54,73;51,08;51,08;54,73;54,73;50,08;54,73;54,73;54,73
06-07-2018;14 - 15;50,66;53,5;53,5;53,5;53,5;53,5;49,31;53,5;53,5;50,42;50,42;53,5;53,5;50,31;53,5;53,5;53,5
06-07-2018;15 - 16;50,15;52,39;52,39;52,39;52,39;52,39;49,95;52,39;52,39;49,95;49,95;52,39;52,39;49,97;52,39;52,39;52,39
06-07-2018;16 - 17;49,86;50,66;50,66;50,66;50,66;50,66;49,92;50,66;50,66;49,92;49,92;50,66;50,66;49,8;50,66;50,66;50,66
06-07-2018;17 - 18;49,48;50,58;50,58;50,58;50,58;50,58;42,67;50,58;50,58;49,1;49,1;50,58;50,58;49,74;50,58;50,58;50,58
06-07-2018;18 - 19;49,44;50,26;50,26;50,26;50,26;50,26;47,98;50,26;50,26;49,19;49,19;50,26;50,26;49,53;50,26;50,26;50,26
06-07-2018;19 - 20;49,71;50,42;50,42;50,42;50,42;50,42;50,42;50,42;50,42;49,93;49,93;50,42;50,42;49,84;50,42;50,42;50,42
06-07-2018;20 - 21;49,8;50,17;50,17;50,17;50,17;50,17;50,17;50,17;50,17;50,17;50,17;50,17;50,17;49,82;50,17;50,17;50,17
06-07-2018;21 - 22;49,36;49,6;49,6;49,6;49,6;49,6;49,6;49,6;49,6;49,6;49,6;49,6;49,6;49,6;49,6;49,6;49,6
06-07-2018;22 - 23;48,72;48,89;48,89;48,89;48,89;48,89;49,99;48,89;48,89;48,89;48,89;48,89;48,89;48,89;48,89;48,89;48,89
06-07-2018;23 - 00;47,56;47,8;47,8;47,8;47,8;47,8;46,5;47,8;47,8;47,8;47,8;47,8;47,8;47,8;47,8;47,8;47,8
07-07-2018;00 - 01;48,12;48,18;48,18;48,18;48,18;48,18;47,71;47,71;48,18;48,18;48,18;48,18;48,18;48,18;48,18;48,18;48,18
07-07-2018;01 - 02;47,03;46,65;46,65;46,65;46,65;46,65;41,9;41,9;47,32;47,32;47,32;47,32;47,32;46,65;46,65;46,65;46,65
07-07-2018;02 - 03;46,61;44,07;44,07;44,07;44,07;44,07;39,08;39,08;47,06;47,06;47,06;46,07;46,07;46,07;44,07;44,07;44,07
07-07-2018;03 - 04;44,88;40,1;40,1;40,1;40,1;40,1;39,08;39,08;47,03;47,03;47,03;45,97;45,97;45,97;40,1;40,1;40,1
07-07-2018;04 - 05;44,04;40,05;40,05;40,05;40,05;40,05;38,05;38,05;46,89;46,89;46,89;44,99;44,99;44,99;40,05;40,05;40,05
07-07-2018;05 - 06;45,44;45,03;45,03;45,03;45,03;45,03;36,72;36,72;46,84;46,84;46,84;45,03;45,03;45,03;45,03;45,03;45,03
07-07-2018;06 - 07;47,37;47,39;47,39;47,39;47,39;47,39;39,08;39,08;47,39;47,39;47,39;47,39;47,39;47,39;47,39;47,39;47,39
07-07-2018;07 - 08;47,53;47,54;47,54;47,54;47,54;47,54;41,4;47,54;47,54;47,54;47,54;47,54;47,54;47,54;47,54;47,54;47,54
07-07-2018;08 - 09;47,97;48;48;48;48;48;43,49;48;48;48;48;48;48;48;48;48;48
07-07-2018;09 - 10;49,09;49,1;49,1;49,1;49,1;49,1;39,82;49,1;49,1;49,1;49,1;49,1;49,1;49,1;49,1;49,1;49,1
07-07-2018;10 - 11;49,4;49,51;49,51;49,51;49,51;49,51;26,58;49,51;49,51;49,51;49,51;49,51;49,51;49,51;49,51;49,51;49,51
07-07-2018;11 - 12;49,22;49,34;49,34;49,34;49,34;49,34;22,26;49,34;49,34;49,34;49,34;49,34;49,34;49,34;49,34;49,34;49,34
07-07-2018;12 - 13;48,99;49,09;49,09;49,09;49,09;49,09;27,05;49,09;49,09;49,09;49,09;49,09;49,09;49,09;49,09;49,09;49,09
07-07-2018;13 - 14;48,55;48,64;48,64;48,64;48,64;48,64;27;48,64;48,64;48,64;48,64;48,64;48,64;48,64;48,64;48,64;48,64
07-07-2018;14 - 15;48,23;48,33;48,33;48,33;48,33;48,33;2,34;48,33;48,33;48,33;48,33;48,33;48,33;48,33;48,33;48,33;48,33
07-07-2018;15 - 16;47,91;48,04;48,04;48,04;48,04;48,04;11,93;48,04;48,04;48,04;48,04;48,04;48,04;48,04;48,04;48,04;48,04
07-07-2018;16 - 17;47,79;47,84;47,84;47,84;47,84;47,84;35,32;47,84;47,84;47,84;47,84;47,84;47,84;47,84;47,84;47,84;47,84
07-07-2018;17 - 18;48,29;48,29;48,29;48,29;48,29;48,29;48,29;48,29;48,29;48,29;48,29;48,29;48,29;48,29;48,29;48,29;48,29
07-07-2018;18 - 19;48,82;48,82;48,82;48,82;48,82;48,82;48,82;48,82;48,82;48,82;48,82;48,82;48,82;48,82;48,82;48,82;48,82
07-07-2018;19 - 20;48,7;48,7;48,7;48,7;48,7;48,7;48,7;48,7;48,7;48,7;48,7;48,7;48,7;48,7;48,7;48,7;48,7
07-07-2018;20 - 21;48,43;48,43;48,43;48,43;48,43;48,43;48,43;48,43;48,43;48,43;48,43;48,43;48,43;48,43;48,43;48,43;48,43
07-07-2018;21 - 22;48,11;48,11;48,11;48,11;48,11;48,11;48,11;48,11;48,11;48,11;48,11;48,11;48,11;48,11;48,11;48,11;48,11
07-07-2018;22 - 23;48,08;48,08;48,08;48,08;48,08;48,08;48,08;48,08;48,08;48,08;48,08;48,08;48,08;48,08;48,08;48,08;48,08
07-07-2018;23 - 00;48,25;48,25;48,25;48,25;48,25;48,25;48,25;48,25;48,25;48,25;48,25;48,25;48,25;48,25;48,25;48,25;48,25
08-07-2018;00 - 01;48,06;48,03;48,03;48,03;48,03;48,03;48,03;48,03;48,26;48,26;48,26;48,26;48,26;48,03;48,03;48,03;48,03
08-07-2018;01 - 02;46,99;46,09;46,09;46,09;46,09;46,09;46,09;46,09;47,07;47,07;47,07;47,07;47,07;47,07;46,09;46,09;46,09
08-07-2018;02 - 03;46,84;45,06;45,06;45,06;45,06;45,06;45,06;45,06;47,02;47,02;47,02;47,02;47,02;47,02;45,06;45,06;45,06
08-07-2018;03 - 04;46,7;45,02;45,02;45,02;45,02;45,02;45,02;45,02;46,88;46,88;46,88;46,88;46,88;46,88;45,02;45,02;45,02
08-07-2018;04 - 05;46,64;45,07;45,07;45,07;45,07;45,07;45,07;45,07;46,84;46,84;46,84;46,84;46,84;46,84;45,07;45,07;45,07
08-07-2018;05 - 06;47,08;47,11;47,11;47,11;47,11;47,11;47,11;47,11;47,11;47,11;47,11;47,11;47,11;47,11;47,11;47,11;47,11
08-07-2018;06 - 07;48,41;48,41;48,41;48,41;48,41;48,41;48,41;48,41;48,41;48,41;48,41;48,41;48,41;48,41;48,41;48,41;48,41
08-07-2018;07 - 08;48,55;48,56;48,56;48,56;48,56;48,56;48,56;48,56;48,56;48,56;48,56;48,56;48,56;48,56;48,56;48,56;48,56
08-07-2018;08 - 09;49,23;49,24;49,24;49,24;49,24;49,24;49,24;49,24;49,24;49,24;49,24;49,24;49,24;49,24;49,24;49,24;49,24
08-07-2018;09 - 10;49,32;49,4;49,4;49,4;49,4;49,4;49,4;49,4;49,4;49,4;49,4;49,4;49,4;48,84;49,4;49,4;49,4
08-07-2018;10 - 11;50;50,1;50,1;50,1;50,1;50,1;50,1;50,1;50,1;50,1;50,1;50,1;50,1;48,89;50,1;50,1;50,1
08-07-2018;11 - 12;50,2;50,27;50,27;50,27;50,27;50,27;50,27;50,27;50,27;50,27;50,27;50,27;50,27;48,92;50,27;50,27;50,27
08-07-2018;12 - 13;50,12;50,23;50,23;50,23;50,23;50,23;50,23;50,23;50,23;50,23;50,23;50,23;50,23;48,92;50,23;50,23;50,23
08-07-2018;13 - 14;49,92;50,02;50,02;50,02;50,02;50,02;50,02;50,02;50,02;50,02;50,02;50,02;50,02;48,9;50,02;50,02;50,02
08-07-2018;14 - 15;49,67;49,79;49,79;49,79;49,79;49,79;49,79;49,79;49,79;49,79;49,79;49,79;49,79;48,88;49,79;49,79;49,79
08-07-2018;15 - 16;49,46;49,57;49,57;49,57;49,57;49,57;49,57;49,57;49,57;49,57;49,57;49,57;49,57;48,87;49,57;49,57;49,57
08-07-2018;16 - 17;49,57;49,69;49,69;49,69;49,69;49,69;49,69;49,69;49,69;49,69;49,69;49,69;49,69;48,87;49,69;49,69;49,69
08-07-2018;17 - 18;49,81;49,93;49,93;49,93;49,93;49,93;49,93;49,93;49,93;49,93;49,93;49,93;49,93;48,86;49,93;49,93;49,93
08-07-2018;18 - 19;50,11;50,23;50,23;50,23;50,23;50,23;50,23;50,23;50,23;50,23;50,23;50,23;50,23;48,84;50,23;50,23;50,23
08-07-2018;19 - 20;50,28;50,43;50,43;50,43;50,43;50,43;50,43;50,43;50,43;50,43;50,43;50,43;50,43;48,85;50,43;50,43;50,43
08-07-2018;20 - 21;50,32;50,51;50,51;50,51;50,51;50,51;50,51;50,51;50,51;50,51;50,51;50,51;50,51;48,85;50,51;50,51;50,51
08-07-2018;21 - 22;50,17;50,27;50,27;50,27;50,27;50,27;50,27;50,27;50,27;50,27;50,27;50,27;50,27;48,83;50,27;50,27;50,27
08-07-2018;22 - 23;50,59;50,83;50,83;50,83;50,83;50,83;50,83;50,83;50,83;50,83;50,83;50,83;50,83;48,77;50,83;50,83;50,83
08-07-2018;23 - 00;49,76;49,94;49,94;49,94;49,94;49,94;49,94;49,94;49,94;49,94;49,94;49,94;49,94;48,71;49,94;49,94;49,94
09-07-2018;00 - 01;48,99;48,93;48,93;48,93;48,93;48,93;42,88;42,88;48,93;48,93;48,93;48,93;48,93;48,93;48,93;48,93;48,93
09-07-2018;01 - 02;47,58;47,51;47,51;47,51;47,51;47,51;40,8;40,8;47,51;47,51;47,51;47,51;47,51;47,51;47,51;47,51;47,51
09-07-2018;02 - 03;46,97;46,94;46,94;46,94;46,94;46,94;40,09;40,09;46,94;46,94;46,94;46,94;46,94;46,94;46,94;46,94;46,94
09-07-2018;03 - 04;46,31;45,76;45,76;45,76;45,76;45,76;39,73;39,73;45,76;45,76;45,76;46,33;46,33;46,33;45,76;45,76;45,76
09-07-2018;04 - 05;45,03;45;45;45;45;45;39,87;39,87;45;45;45;46,42;46,42;46,42;45;45;45
09-07-2018;05 - 06;47,42;47,37;47,37;47,37;47,37;47,37;42,6;47,37;47,37;47,37;47,37;47,37;47,37;47,37;47,37;47,37;47,37
09-07-2018;06 - 07;50,24;50,14;50,14;50,14;50,14;50,14;50,14;50,14;50,14;50,14;50,14;50,14;50,14;50,14;50,14;50,14;50,14
09-07-2018;07 - 08;51,92;53,52;53,52;53,52;53,52;53,52;53,52;53,52;53,52;50,89;50,89;53,52;53,52;51,01;53,52;53,52;53,52
09-07-2018;08 - 09;52,54;53,86;53,86;53,86;53,86;53,86;53,86;53,86;53,86;51,72;51,72;53,86;53,86;51,03;53,86;53,86;53,86
09-07-2018;09 - 10;52,43;53,37;53,37;53,37;53,37;54,99;52,52;53,37;53,37;51,6;51,6;53,37;53,37;51,39;54,99;54,99;54,99
09-07-2018;10 - 11;51,94;53,74;53,74;53,74;53,74;55,02;50,11;53,74;53,74;51,02;51,02;53,74;53,74;50,65;55,02;55,02;55,02
09-07-2018;11 - 12;52,03;54,21;54,21;54,21;54,21;54,99;50,96;54,21;54,21;50,96;50,96;54,21;54,21;50,63;54,99;54,99;54,99
